transaction_id,customer_id,product_id,product_name,category,quantity_sold,unit_price,transaction_date,store_id,store_location,customer_age,customer_gender,customer_income,customer_loyalty_level,payment_method,promotion_applied,promotion_type,holiday_indicator,weekday
463,4997,708,TV,Appliances,1,1488.74,2/17/2024 4:13,13,"Dallas, TX",30,Female,37696.88,Silver,Digital Wallet,TRUE,None,TRUE,Tuesday
464,3417,649,Smartphone,Appliances,2,1987.19,1/20/2024 16:35,14,"New York, NY",26,Other,111372.4,Silver,Credit Card,TRUE,Percentage Discount,TRUE,Wednesday
465,1090,637,Tablet,Appliances,1,1389.13,5/21/2024 22:37,8,"Dallas, TX",50,Male,27226.32,Platinum,Digital Wallet,FALSE,BOGO,FALSE,Tuesday
466,2746,756,Smartphone,Electronics,2,1457.19,03-03-2024 00:13,6,"Dallas, TX",23,Other,33254.57,Gold,Digital Wallet,TRUE,None,FALSE,Tuesday
467,7965,996,TV,Electronics,1,442.86,01-06-2024 04:49,17,"New York, NY",53,Other,66218.71,Bronze,Debit Card,FALSE,BOGO,FALSE,Tuesday
468,4585,821,TV,Appliances,5,1026.68,7/22/2024 3:29,5,"Chicago, IL",23,Female,99192.41,Bronze,Digital Wallet,FALSE,None,TRUE,Monday
469,3881,905,Tablet,Electronics,1,1521.5,8/26/2024 10:26,9,"Los Angeles, CA",42,Male,58911.71,Bronze,Debit Card,FALSE,None,TRUE,Thursday
470,9486,139,Fridge,Appliances,3,301.82,4/22/2024 0:54,14,"Chicago, IL",60,Female,59786.76,Gold,Credit Card,TRUE,None,FALSE,Wednesday
471,8611,633,Washing Machine,Appliances,1,1232.43,1/29/2024 21:46,8,"New York, NY",48,Other,108029.95,Gold,Cash,TRUE,Percentage Discount,TRUE,Tuesday
472,1822,211,Headphones,Electronics,3,1584.08,3/16/2024 15:12,1,"Los Angeles, CA",23,Other,57323.78,Silver,Cash,FALSE,None,TRUE,Thursday
473,5082,562,Smartphone,Appliances,4,1064,09-01-2024 17:59,14,"Dallas, TX",49,Male,78218.42,Silver,Credit Card,FALSE,None,TRUE,Monday
474,2988,567,TV,Electronics,4,823.04,3/17/2024 4:27,4,"Chicago, IL",46,Male,117644.71,Bronze,Debit Card,TRUE,BOGO,TRUE,Tuesday
475,8478,946,TV,Appliances,3,1052.89,5/21/2024 6:14,14,"Miami, FL",60,Male,67085.81,Gold,Credit Card,FALSE,None,FALSE,Saturday
476,3184,998,Fridge,Appliances,3,1878.24,07-04-2024 14:54,5,"Miami, FL",24,Female,67234.55,Platinum,Cash,FALSE,None,TRUE,Friday
477,8612,143,Smartphone,Appliances,5,256.74,7/18/2024 8:44,3,"New York, NY",25,Female,49832.98,Platinum,Digital Wallet,FALSE,None,TRUE,Wednesday
478,9702,998,TV,Electronics,4,869.56,3/22/2024 7:46,18,"New York, NY",18,Male,29714.14,Gold,Credit Card,TRUE,Percentage Discount,FALSE,Saturday
479,6198,351,Headphones,Electronics,3,527.15,4/14/2024 6:19,12,"Los Angeles, CA",32,Other,93188.58,Platinum,Digital Wallet,TRUE,BOGO,FALSE,Tuesday
480,8251,631,Headphones,Appliances,4,1544.58,7/17/2024 10:38,14,"Dallas, TX",36,Female,51064.12,Platinum,Cash,TRUE,BOGO,FALSE,Tuesday
481,9270,650,Washing Machine,Appliances,1,378.21,08-07-2024 20:36,8,"Dallas, TX",20,Other,48703.83,Platinum,Cash,TRUE,None,TRUE,Thursday
482,7991,505,TV,Appliances,1,1788.43,04-07-2024 04:09,11,"New York, NY",29,Other,29346.53,Bronze,Digital Wallet,FALSE,None,TRUE,Monday
483,9976,852,Headphones,Electronics,1,110.7,7/16/2024 17:50,5,"Dallas, TX",21,Male,117281.31,Platinum,Digital Wallet,FALSE,None,TRUE,Monday
484,8305,140,Washing Machine,Appliances,2,1303.51,02-02-2024 09:27,1,"Miami, FL",49,Female,37541.52,Bronze,Credit Card,TRUE,Percentage Discount,FALSE,Wednesday
485,3607,671,Tablet,Appliances,4,1459.01,05-07-2024 04:38,1,"Miami, FL",32,Male,98932.78,Silver,Cash,FALSE,None,FALSE,Thursday
486,8777,496,Camera,Electronics,5,784.65,8/17/2024 20:00,15,"Miami, FL",45,Male,45350.15,Gold,Credit Card,FALSE,BOGO,FALSE,Friday
487,8373,628,Fridge,Electronics,4,1264.29,6/28/2024 21:13,14,"Chicago, IL",22,Female,110028.22,Bronze,Debit Card,TRUE,BOGO,TRUE,Saturday
488,5246,883,Fridge,Appliances,4,595.9,7/23/2024 22:39,3,"Chicago, IL",49,Other,83130.31,Platinum,Credit Card,TRUE,Percentage Discount,TRUE,Friday
489,5050,745,Smartphone,Appliances,3,945.53,01-08-2024 18:22,11,"Dallas, TX",37,Female,27778.84,Gold,Debit Card,TRUE,BOGO,TRUE,Friday
490,5543,150,Washing Machine,Appliances,3,1685.36,3/28/2024 5:30,2,"Dallas, TX",38,Other,90979.99,Silver,Credit Card,TRUE,Percentage Discount,TRUE,Thursday
491,9540,294,Washing Machine,Electronics,5,620.44,03-05-2024 21:45,10,"New York, NY",47,Female,45620.72,Gold,Cash,FALSE,None,FALSE,Monday
492,8939,398,Fridge,Electronics,4,1056.89,7/22/2024 7:51,5,"Miami, FL",66,Other,85937.11,Silver,Digital Wallet,TRUE,None,TRUE,Wednesday
493,4919,550,Fridge,Appliances,4,242.38,3/20/2024 1:54,2,"Dallas, TX",34,Other,108653.29,Bronze,Debit Card,FALSE,Percentage Discount,TRUE,Saturday
494,5499,507,Smartphone,Electronics,4,1965.27,03-01-2024 17:06,11,"Dallas, TX",24,Female,118260.82,Bronze,Cash,TRUE,None,FALSE,Saturday
495,8206,411,Washing Machine,Appliances,3,425.32,4/15/2024 5:27,20,"Los Angeles, CA",48,Female,67284.99,Gold,Debit Card,FALSE,None,TRUE,Monday
496,2269,892,Laptop,Appliances,5,54.85,07-06-2024 19:11,18,"Chicago, IL",58,Other,92364.54,Silver,Cash,TRUE,None,FALSE,Friday
497,5681,947,Fridge,Appliances,4,835.57,09-03-2024 01:27,13,"Los Angeles, CA",57,Female,104926.48,Silver,Cash,FALSE,None,TRUE,Friday
498,4841,392,Fridge,Appliances,5,1694.68,2/23/2024 22:38,17,"Los Angeles, CA",22,Male,87149.49,Bronze,Digital Wallet,TRUE,None,TRUE,Tuesday
499,5451,572,Tablet,Appliances,4,466.59,4/26/2024 5:24,12,"New York, NY",50,Male,40259.02,Silver,Digital Wallet,TRUE,BOGO,FALSE,Wednesday
500,6502,270,Headphones,Electronics,3,1934.88,8/31/2024 12:51,14,"Dallas, TX",35,Male,67987.98,Bronze,Debit Card,FALSE,BOGO,FALSE,Sunday
501,6238,532,Smartphone,Electronics,1,1833.78,02-10-2024 12:18,20,"New York, NY",58,Male,63666.78,Platinum,Cash,FALSE,None,TRUE,Friday
502,9849,401,Smartphone,Appliances,4,218.58,5/21/2024 20:20,15,"Chicago, IL",51,Female,83058.31,Platinum,Debit Card,FALSE,BOGO,TRUE,Tuesday
503,2320,727,Headphones,Electronics,2,229.93,3/27/2024 18:48,15,"Miami, FL",18,Other,72495.46,Gold,Digital Wallet,TRUE,BOGO,FALSE,Wednesday
504,3267,155,Fridge,Electronics,4,1633.33,05-01-2024 03:21,3,"Miami, FL",19,Female,49459.72,Platinum,Digital Wallet,FALSE,None,TRUE,Saturday
505,3471,806,Washing Machine,Electronics,3,1850.48,4/21/2024 8:28,10,"New York, NY",68,Female,78817.98,Platinum,Debit Card,FALSE,BOGO,TRUE,Monday
506,4788,629,Headphones,Appliances,4,1606.55,1/14/2024 0:05,7,"Los Angeles, CA",21,Other,104912.74,Bronze,Credit Card,TRUE,None,TRUE,Friday
507,7275,245,Washing Machine,Appliances,1,226.14,08-05-2024 09:33,7,"Los Angeles, CA",19,Male,82851.02,Silver,Digital Wallet,TRUE,None,FALSE,Saturday
508,3503,574,Headphones,Electronics,3,1104.72,04-12-2024 12:25,14,"New York, NY",66,Male,110070.54,Platinum,Debit Card,TRUE,None,TRUE,Wednesday
509,4505,949,Fridge,Appliances,3,341.68,4/18/2024 10:03,1,"Dallas, TX",18,Male,79925.97,Platinum,Debit Card,FALSE,Percentage Discount,TRUE,Tuesday
510,2052,761,Washing Machine,Electronics,1,1568.93,6/17/2024 19:55,17,"Chicago, IL",70,Other,27534.67,Gold,Cash,FALSE,None,FALSE,Saturday
511,7797,562,Tablet,Appliances,1,1778.39,1/23/2024 17:35,2,"Dallas, TX",23,Male,35275.01,Gold,Cash,TRUE,None,FALSE,Tuesday
512,7678,192,Camera,Electronics,4,1655.49,06-01-2024 21:47,19,"Dallas, TX",32,Female,107303.81,Bronze,Digital Wallet,FALSE,BOGO,TRUE,Sunday
513,6421,839,Smartphone,Appliances,2,1652.32,06-03-2024 09:14,2,"New York, NY",33,Female,88995.17,Bronze,Digital Wallet,FALSE,None,TRUE,Tuesday
514,9890,612,Washing Machine,Electronics,3,1148.1,6/16/2024 2:38,4,"New York, NY",21,Female,88785.28,Platinum,Credit Card,FALSE,None,TRUE,Tuesday
515,8633,215,TV,Appliances,3,857.92,09-06-2024 22:24,2,"Dallas, TX",61,Male,32690.38,Platinum,Debit Card,TRUE,Percentage Discount,FALSE,Friday
516,7812,284,Smartphone,Appliances,2,1120.08,2/27/2024 21:10,3,"Miami, FL",58,Female,107982.16,Platinum,Cash,TRUE,None,TRUE,Thursday
517,2020,897,TV,Appliances,4,1680.15,09-06-2024 19:58,10,"Los Angeles, CA",28,Male,50854.05,Bronze,Debit Card,TRUE,None,TRUE,Friday
518,4388,699,Laptop,Electronics,2,1870.45,8/25/2024 14:03,14,"Dallas, TX",64,Female,50647.53,Silver,Digital Wallet,FALSE,BOGO,TRUE,Saturday
519,7883,812,Laptop,Appliances,1,1859.31,4/28/2024 4:29,4,"New York, NY",25,Other,84532.89,Gold,Digital Wallet,FALSE,Percentage Discount,FALSE,Monday
520,7381,659,Camera,Appliances,5,509.35,8/13/2024 1:44,2,"Miami, FL",35,Male,98946.43,Platinum,Debit Card,TRUE,None,FALSE,Sunday
521,1320,238,Washing Machine,Electronics,4,947.33,2/21/2024 21:50,7,"Los Angeles, CA",70,Other,20318.78,Platinum,Cash,TRUE,None,FALSE,Wednesday
522,7232,502,Fridge,Appliances,3,331.6,04-06-2024 11:28,20,"New York, NY",53,Other,66560.61,Gold,Debit Card,TRUE,None,TRUE,Wednesday
523,8814,523,Fridge,Electronics,5,1324.84,6/25/2024 19:36,5,"New York, NY",55,Female,107348.51,Platinum,Credit Card,FALSE,None,FALSE,Monday
524,1096,431,Fridge,Appliances,4,282.14,1/19/2024 23:47,16,"Los Angeles, CA",19,Female,41100.73,Platinum,Digital Wallet,TRUE,None,FALSE,Tuesday
525,6763,561,Camera,Electronics,5,1268.11,3/13/2024 23:22,17,"Dallas, TX",34,Female,109201.01,Platinum,Digital Wallet,TRUE,None,FALSE,Friday
526,5892,125,Fridge,Appliances,2,1894.39,03-05-2024 12:22,17,"Dallas, TX",18,Female,80343.08,Gold,Digital Wallet,FALSE,Percentage Discount,FALSE,Thursday
527,7389,283,Washing Machine,Electronics,4,102.6,09-01-2024 22:18,17,"New York, NY",23,Male,72138,Platinum,Debit Card,TRUE,None,FALSE,Monday
528,7865,564,Headphones,Electronics,4,345.43,03-12-2024 06:32,18,"Miami, FL",23,Other,24644.02,Silver,Credit Card,FALSE,None,TRUE,Friday
529,9818,704,Tablet,Electronics,1,383.96,5/17/2024 17:05,4,"Dallas, TX",64,Other,105488.62,Platinum,Debit Card,FALSE,None,TRUE,Monday
530,9947,829,Fridge,Appliances,1,969.48,05-11-2024 01:48,18,"New York, NY",70,Male,71396.73,Gold,Cash,FALSE,Percentage Discount,FALSE,Monday
531,4613,306,Laptop,Appliances,5,1663.67,06-01-2024 02:10,20,"Chicago, IL",33,Female,90436.32,Bronze,Digital Wallet,FALSE,Percentage Discount,TRUE,Wednesday
532,8999,565,Tablet,Appliances,3,160.4,7/19/2024 0:54,7,"Miami, FL",68,Female,104115.94,Silver,Cash,FALSE,None,FALSE,Sunday
533,4595,192,Fridge,Electronics,2,1431.44,05-01-2024 00:43,2,"Dallas, TX",67,Female,111041.81,Silver,Debit Card,TRUE,None,TRUE,Tuesday
534,5471,356,Smartphone,Appliances,5,1603.32,7/16/2024 23:00,9,"New York, NY",59,Female,74663.35,Platinum,Credit Card,FALSE,Percentage Discount,TRUE,Tuesday
535,8140,431,TV,Appliances,4,1958.06,08-03-2024 14:36,13,"Los Angeles, CA",54,Other,94945.08,Platinum,Debit Card,FALSE,Percentage Discount,FALSE,Thursday
536,8956,808,Fridge,Appliances,2,666.9,3/20/2024 10:23,4,"Miami, FL",28,Male,69621.66,Gold,Digital Wallet,FALSE,None,TRUE,Tuesday
537,1475,764,Headphones,Appliances,3,581.83,3/18/2024 19:43,13,"New York, NY",24,Male,49216.83,Platinum,Digital Wallet,TRUE,None,FALSE,Tuesday
538,7371,828,Camera,Electronics,2,1608.93,05-01-2024 00:06,8,"New York, NY",40,Other,64580.14,Gold,Debit Card,TRUE,None,FALSE,Monday
539,6507,915,Washing Machine,Electronics,1,1107.2,2/13/2024 11:32,18,"Miami, FL",60,Male,86524.92,Silver,Credit Card,TRUE,Percentage Discount,TRUE,Wednesday
540,7624,267,Camera,Electronics,3,1293.64,6/25/2024 1:20,17,"Dallas, TX",58,Other,47769.17,Gold,Debit Card,TRUE,None,TRUE,Sunday
541,3704,835,Laptop,Appliances,5,158.48,03-01-2024 14:54,4,"New York, NY",53,Male,110957.87,Gold,Debit Card,FALSE,BOGO,FALSE,Tuesday
542,8657,850,Fridge,Electronics,4,1782.72,1/29/2024 7:23,14,"Los Angeles, CA",64,Male,114400.99,Gold,Digital Wallet,FALSE,None,FALSE,Monday
543,3091,226,Fridge,Electronics,1,597.11,03-12-2024 16:28,17,"Los Angeles, CA",22,Female,58987.95,Platinum,Credit Card,TRUE,None,TRUE,Friday
544,9751,193,TV,Appliances,2,958.73,04-08-2024 04:10,16,"Miami, FL",55,Male,40953.79,Platinum,Credit Card,FALSE,None,TRUE,Monday
545,1441,216,TV,Electronics,3,920.92,02-06-2024 13:42,18,"Los Angeles, CA",27,Other,85888.31,Silver,Cash,TRUE,None,FALSE,Friday
546,7455,823,Washing Machine,Appliances,3,679.77,07-01-2024 14:31,12,"Chicago, IL",47,Female,58294.16,Gold,Debit Card,FALSE,None,TRUE,Wednesday
547,1444,560,Laptop,Appliances,1,556.01,1/19/2024 13:06,3,"Dallas, TX",67,Female,68095.41,Gold,Credit Card,TRUE,None,TRUE,Friday
548,2375,749,Camera,Electronics,2,1272.88,02-04-2024 17:54,17,"Miami, FL",49,Male,76927.3,Platinum,Cash,TRUE,None,TRUE,Tuesday
549,8022,471,Laptop,Appliances,5,918.08,08-06-2024 20:34,12,"Los Angeles, CA",27,Other,105133.06,Silver,Debit Card,TRUE,None,FALSE,Thursday
550,3223,187,Smartphone,Appliances,2,1017.98,7/25/2024 13:25,14,"Chicago, IL",35,Female,76765.74,Bronze,Credit Card,TRUE,None,TRUE,Wednesday
551,8564,636,Headphones,Electronics,4,662.06,7/24/2024 0:32,20,"Chicago, IL",36,Male,44940.27,Bronze,Credit Card,FALSE,None,FALSE,Monday
552,3977,824,Washing Machine,Electronics,4,1207.03,4/29/2024 14:09,2,"Miami, FL",33,Male,28307.31,Bronze,Debit Card,TRUE,BOGO,TRUE,Friday
553,1823,493,Smartphone,Appliances,2,200.92,6/16/2024 22:37,12,"Chicago, IL",59,Other,27033.87,Silver,Credit Card,TRUE,None,FALSE,Tuesday
554,5262,844,Headphones,Electronics,4,1646.16,03-03-2024 04:47,2,"Dallas, TX",46,Other,97774.68,Platinum,Credit Card,FALSE,None,TRUE,Thursday
555,7211,910,TV,Electronics,3,1736.54,01-07-2024 14:14,19,"Miami, FL",63,Other,32710.9,Platinum,Credit Card,FALSE,None,FALSE,Monday
556,6363,623,Smartphone,Appliances,2,1104.53,01-06-2024 23:09,13,"Miami, FL",44,Female,36540.84,Silver,Debit Card,FALSE,None,FALSE,Tuesday
557,4467,726,Laptop,Electronics,1,1386.71,8/29/2024 11:34,11,"Dallas, TX",36,Male,27401.87,Gold,Digital Wallet,TRUE,None,TRUE,Thursday
558,8449,263,Tablet,Appliances,3,1693.84,08-12-2024 07:58,13,"Los Angeles, CA",38,Female,106387.12,Silver,Credit Card,TRUE,None,TRUE,Monday
559,6355,487,Tablet,Appliances,5,1510.45,5/30/2024 0:08,18,"Los Angeles, CA",42,Female,73113.93,Bronze,Cash,FALSE,BOGO,FALSE,Tuesday
560,6529,663,Fridge,Electronics,3,952.4,3/14/2024 16:52,18,"Los Angeles, CA",22,Other,55111.89,Silver,Cash,FALSE,BOGO,TRUE,Monday
561,7211,489,Fridge,Appliances,5,179.3,02-08-2024 02:41,6,"Dallas, TX",51,Female,95554.87,Platinum,Cash,TRUE,None,TRUE,Wednesday
562,5558,144,Tablet,Appliances,5,1187.21,08-12-2024 07:38,13,"Miami, FL",64,Female,55540.15,Silver,Digital Wallet,FALSE,None,FALSE,Saturday
563,7906,886,TV,Electronics,5,674.79,5/23/2024 20:45,16,"New York, NY",65,Male,74054.17,Gold,Debit Card,TRUE,None,FALSE,Friday
564,5133,274,Fridge,Appliances,5,1224.93,6/20/2024 9:14,6,"Los Angeles, CA",37,Male,27226.42,Silver,Credit Card,TRUE,None,FALSE,Thursday
565,2341,443,Smartphone,Appliances,3,1137.76,4/26/2024 21:42,17,"New York, NY",45,Female,39540.87,Bronze,Credit Card,FALSE,None,FALSE,Thursday
566,8705,679,Fridge,Electronics,5,639.87,5/18/2024 2:04,2,"Miami, FL",53,Male,99783.06,Gold,Credit Card,TRUE,Percentage Discount,FALSE,Monday
567,1317,992,Headphones,Appliances,4,1044.36,06-07-2024 19:34,1,"Dallas, TX",54,Female,92818.7,Platinum,Digital Wallet,FALSE,Percentage Discount,TRUE,Thursday
568,9837,775,Headphones,Appliances,3,1236.62,8/23/2024 0:40,16,"Chicago, IL",24,Male,72678.01,Gold,Digital Wallet,FALSE,BOGO,TRUE,Monday
569,1853,983,Fridge,Appliances,3,1438.8,6/18/2024 4:13,5,"Dallas, TX",41,Other,58420.44,Silver,Digital Wallet,TRUE,BOGO,FALSE,Thursday
570,6733,253,Headphones,Electronics,4,811.68,8/15/2024 7:56,16,"Dallas, TX",62,Female,70821.63,Gold,Debit Card,TRUE,BOGO,TRUE,Thursday
571,4673,266,Fridge,Appliances,4,839.72,4/17/2024 4:39,6,"Miami, FL",58,Other,75265.86,Silver,Digital Wallet,FALSE,None,FALSE,Thursday
572,2124,989,Tablet,Appliances,2,1122.36,1/21/2024 9:38,1,"Dallas, TX",52,Female,37306.97,Bronze,Digital Wallet,FALSE,None,TRUE,Friday
573,1659,248,Tablet,Electronics,3,1035.78,7/28/2024 13:56,18,"Chicago, IL",65,Male,34814.39,Platinum,Credit Card,TRUE,None,FALSE,Friday
574,1508,283,Camera,Electronics,3,1123.46,4/28/2024 10:26,4,"Los Angeles, CA",30,Female,113874.35,Bronze,Credit Card,TRUE,None,TRUE,Sunday
575,5051,887,Smartphone,Appliances,3,914.42,5/25/2024 3:44,10,"Dallas, TX",31,Other,30112.05,Gold,Cash,TRUE,None,FALSE,Saturday
576,4266,829,Headphones,Electronics,3,450.46,04-06-2024 07:16,15,"Miami, FL",43,Female,44639.93,Platinum,Digital Wallet,FALSE,None,FALSE,Saturday
577,1333,152,TV,Electronics,2,94.57,1/27/2024 0:19,5,"Los Angeles, CA",39,Other,78566.3,Silver,Cash,FALSE,BOGO,FALSE,Saturday
578,3496,529,Fridge,Electronics,3,353.33,1/18/2024 16:33,7,"New York, NY",57,Other,91031.3,Platinum,Cash,TRUE,None,TRUE,Saturday
579,4908,415,Headphones,Appliances,3,82.94,5/16/2024 22:11,15,"Miami, FL",66,Other,37265.67,Platinum,Debit Card,FALSE,None,TRUE,Wednesday
580,3068,416,Laptop,Appliances,1,984.02,6/30/2024 8:55,7,"Los Angeles, CA",46,Other,92008.65,Platinum,Credit Card,FALSE,None,FALSE,Saturday
581,8758,847,Smartphone,Appliances,3,204.58,03-09-2024 15:51,12,"Dallas, TX",37,Other,77537.62,Silver,Debit Card,TRUE,None,FALSE,Tuesday
582,2874,887,Washing Machine,Electronics,5,513.7,04-11-2024 01:29,14,"Los Angeles, CA",49,Other,99568.46,Bronze,Credit Card,TRUE,Percentage Discount,TRUE,Tuesday
583,4571,556,Laptop,Appliances,1,828.34,8/26/2024 6:20,10,"Los Angeles, CA",20,Male,56159.7,Bronze,Cash,TRUE,BOGO,FALSE,Thursday
584,8619,395,Tablet,Appliances,4,262.11,9/13/2024 11:46,1,"Chicago, IL",58,Male,21927.14,Silver,Cash,TRUE,BOGO,FALSE,Wednesday
585,5198,741,Tablet,Electronics,5,273.31,04-02-2024 22:12,15,"Chicago, IL",55,Male,27996.76,Bronze,Credit Card,TRUE,BOGO,TRUE,Wednesday
586,7043,285,Fridge,Appliances,5,1281.61,03-11-2024 11:38,17,"Miami, FL",24,Female,60212.85,Silver,Debit Card,TRUE,None,TRUE,Wednesday
587,3749,220,Fridge,Appliances,5,1352.41,09-10-2024 04:32,8,"Miami, FL",36,Male,85907.53,Bronze,Cash,FALSE,None,FALSE,Friday
588,2876,234,Headphones,Appliances,2,104.32,7/19/2024 0:10,1,"New York, NY",50,Female,25592.37,Gold,Digital Wallet,FALSE,None,FALSE,Sunday
589,3683,307,Fridge,Electronics,5,1706.96,2/15/2024 23:20,18,"Los Angeles, CA",47,Male,103315.31,Silver,Cash,FALSE,None,TRUE,Wednesday
590,6096,103,Smartphone,Appliances,2,1489.54,07-12-2024 14:04,8,"Los Angeles, CA",65,Male,28662.81,Silver,Credit Card,FALSE,None,TRUE,Sunday
591,2771,737,Smartphone,Electronics,3,1117,4/27/2024 12:45,2,"Miami, FL",62,Male,95608.93,Bronze,Debit Card,TRUE,None,TRUE,Sunday
592,1420,883,Camera,Appliances,3,1624.2,8/24/2024 5:46,13,"New York, NY",25,Female,41459.27,Platinum,Debit Card,TRUE,Percentage Discount,FALSE,Thursday
593,6111,359,Smartphone,Appliances,5,244.55,8/29/2024 23:51,20,"Dallas, TX",56,Female,35834.75,Platinum,Debit Card,FALSE,None,FALSE,Friday
594,7149,112,Smartphone,Electronics,4,1860.38,09-09-2024 19:23,15,"New York, NY",29,Female,66982.41,Bronze,Cash,TRUE,BOGO,TRUE,Monday
595,7498,569,TV,Electronics,3,1311.73,4/25/2024 11:47,17,"Miami, FL",62,Other,104951.43,Bronze,Cash,FALSE,None,FALSE,Sunday
596,4249,609,Washing Machine,Electronics,2,1103.04,04-12-2024 10:06,20,"New York, NY",61,Female,38802.1,Bronze,Debit Card,FALSE,None,FALSE,Saturday
597,2245,975,Smartphone,Appliances,5,1304.97,8/30/2024 23:40,19,"Miami, FL",56,Other,71111.79,Silver,Debit Card,TRUE,BOGO,TRUE,Thursday
598,4978,610,Tablet,Electronics,3,1702.3,08-06-2024 20:18,19,"Chicago, IL",66,Other,49253.53,Bronze,Digital Wallet,TRUE,BOGO,FALSE,Saturday
599,2669,656,Washing Machine,Electronics,4,1579.07,06-01-2024 22:26,12,"Miami, FL",18,Male,47739.87,Gold,Debit Card,FALSE,None,TRUE,Sunday
600,5941,926,TV,Electronics,3,241.67,09-08-2024 19:23,4,"Los Angeles, CA",50,Male,114864.46,Silver,Debit Card,TRUE,BOGO,FALSE,Sunday
601,2983,105,Smartphone,Electronics,1,1545.68,05-12-2024 23:09,9,"Los Angeles, CA",68,Male,63893.82,Silver,Debit Card,TRUE,None,TRUE,Sunday
602,1672,722,TV,Electronics,5,1640.18,02-09-2024 16:37,12,"Los Angeles, CA",32,Other,63823.13,Silver,Digital Wallet,TRUE,Percentage Discount,TRUE,Wednesday
603,6688,605,Laptop,Electronics,5,101.78,1/21/2024 18:44,10,"Miami, FL",32,Female,47570.21,Gold,Digital Wallet,TRUE,BOGO,TRUE,Sunday
604,9728,343,Smartphone,Electronics,2,1663.66,02-11-2024 04:18,20,"Chicago, IL",51,Female,54332.66,Bronze,Debit Card,TRUE,Percentage Discount,FALSE,Tuesday
605,8018,322,TV,Electronics,2,63.73,5/17/2024 8:08,18,"Chicago, IL",26,Male,47388.31,Gold,Cash,TRUE,None,TRUE,Thursday
606,7071,702,Headphones,Appliances,2,833.49,03-03-2024 08:29,7,"New York, NY",65,Male,103102.25,Gold,Debit Card,TRUE,None,FALSE,Sunday
607,2129,775,Fridge,Appliances,1,1444.77,03-06-2024 14:53,14,"Los Angeles, CA",42,Female,57409.91,Gold,Debit Card,TRUE,None,TRUE,Friday
608,9289,587,Washing Machine,Appliances,5,1707.13,2/16/2024 7:42,15,"New York, NY",40,Male,85014.11,Bronze,Digital Wallet,TRUE,None,FALSE,Thursday
609,6590,564,Tablet,Electronics,3,1212.18,1/15/2024 3:47,3,"Los Angeles, CA",45,Female,119880.95,Platinum,Digital Wallet,TRUE,None,FALSE,Wednesday
610,1207,519,Smartphone,Appliances,5,1752.5,03-11-2024 07:41,9,"Miami, FL",25,Other,64159.16,Silver,Debit Card,TRUE,BOGO,TRUE,Friday
611,7882,552,Tablet,Appliances,4,141.8,06-10-2024 22:53,13,"Miami, FL",54,Female,114715.85,Platinum,Credit Card,TRUE,None,TRUE,Saturday
612,9031,181,Headphones,Electronics,2,1192.97,6/27/2024 19:32,16,"Los Angeles, CA",48,Other,95767.51,Bronze,Credit Card,TRUE,None,TRUE,Monday
613,2729,715,Tablet,Appliances,5,477.92,07-04-2024 13:25,9,"Miami, FL",52,Other,39378.23,Bronze,Debit Card,TRUE,BOGO,FALSE,Thursday
614,8102,714,Fridge,Appliances,4,1569.7,7/20/2024 7:32,19,"New York, NY",58,Female,26718.32,Bronze,Cash,TRUE,BOGO,FALSE,Friday
615,6934,106,Tablet,Electronics,2,1199.49,3/29/2024 5:16,2,"Los Angeles, CA",69,Other,53869.42,Platinum,Digital Wallet,TRUE,BOGO,TRUE,Sunday
616,8532,350,Headphones,Appliances,5,330.76,3/25/2024 3:46,14,"New York, NY",67,Female,118418.4,Silver,Credit Card,TRUE,None,FALSE,Sunday
617,3506,660,Tablet,Appliances,5,1128.89,1/18/2024 10:26,13,"Miami, FL",55,Male,104102.27,Bronze,Debit Card,TRUE,BOGO,TRUE,Thursday
618,8135,384,Camera,Electronics,5,1792.26,4/28/2024 14:59,17,"Miami, FL",42,Male,65555.77,Gold,Credit Card,TRUE,BOGO,TRUE,Thursday
619,3885,734,Laptop,Electronics,5,486.61,04-06-2024 06:07,17,"Dallas, TX",52,Male,56886.99,Gold,Debit Card,TRUE,Percentage Discount,FALSE,Wednesday
620,9548,743,TV,Electronics,3,1815.31,02-08-2024 00:20,14,"Los Angeles, CA",22,Male,73068.72,Gold,Cash,FALSE,BOGO,TRUE,Thursday
621,5425,670,Washing Machine,Appliances,1,1047.19,02-07-2024 22:41,15,"Los Angeles, CA",26,Other,115840.87,Bronze,Cash,TRUE,BOGO,FALSE,Sunday
622,9817,939,Washing Machine,Electronics,2,1862.91,01-12-2024 21:17,12,"Chicago, IL",42,Other,57156.41,Platinum,Debit Card,FALSE,None,FALSE,Saturday
623,8921,945,Tablet,Electronics,2,901.48,06-06-2024 19:45,3,"Los Angeles, CA",43,Other,76343.24,Platinum,Debit Card,TRUE,Percentage Discount,TRUE,Friday
624,8616,312,Laptop,Appliances,1,642.39,8/28/2024 20:50,18,"New York, NY",44,Male,62070.37,Platinum,Digital Wallet,FALSE,None,TRUE,Thursday
625,8136,150,Laptop,Electronics,1,1809.13,5/23/2024 4:40,11,"Dallas, TX",61,Other,113169.31,Platinum,Debit Card,TRUE,None,FALSE,Tuesday
626,5397,289,Headphones,Electronics,5,1846.57,3/22/2024 1:55,16,"Los Angeles, CA",57,Male,116832.22,Gold,Cash,FALSE,None,TRUE,Wednesday
